PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;NOMBRE-VIA;NUM;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD
12430;Mercado municipal de Orcasitas;El Mercado de Orcasitas ocupa toda una manzana y hace más de cincuenta años que forma parte fundamental de la vida del barrio. Ha pasado el tiempo, y ha sido para mejor: en 2009 se renovó por dentro y por fuera y se convirtió en lo que es ahora, un espacio cómodo y accesible, moderno y luminoso, donde se llena la cesta de la compra y se hacen más cosas. Además de la completa oferta en productos frescos y de alimentación en general, de la que se ocupan los puestos tradicionales y un supermercado de medianas dimensiones, el mercado ofrece servicios de peluquería y reparación de calzado, así como tiendas de ropa, una ferretería y una asesoría.;Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20:30 horas. Sábados: de 9 a 14 horas.    Verano:   De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.    Supermercado Mercadona:  De lunes a sábados: de 9:15 a 21:15 horas;;VILLABONA;2;USERA;439392;4469154;40.368.880.585.172.400;-3.715.179.497.757.880
12394;Mercado municipal de Pacífico;Verdura de temporada, carne al corte, sardinas limpias y desescamadas. Degustaciones de fruta, pliegos de ofertas de temporada, barriles de cerveza artesana. Todo está aquí, en el mercado de Pacífico, que desde 1959 da servicio al distrito de Retiro. Situado en el centro del triángulo que forman Doctor Esquerdo, Ciudad de Barcelona y Avenida del Mediterráneo, el mercado de Pacífico se ha aclimatado a los nuevos tiempos y ofrece, después de una exhaustiva rehabilitación acometida en 2014, la combinación que mejor resulta en una plaza de abastos: modernidad y tradición, experiencia e imaginación. La variada oferta en puestos dedicados al producto fresco -carnicerías, pescaderías, fruterías y verdulerías, charcuterías y pollerías- se ensancha con nuevos proyectos -una floristería, una dulcería con sabor italo-argentino- y con la aportación de un supermercado de tamaño medio ubicado en la planta alta.;Invierno:  De lunes a viernes: de 9 a 14:15 y de 17 a 20:15 horas. Sábados: de 9 a 14:15 horas.    Verano:  De lunes a viernes: de 9 a 14:15 y de 17:30 a 20:30 horas. Sábados: de 9 a 14:15 horas.;;VALDERRIBAS;30;RETIRO;442677;4472855;4.040.433.546.207.180;-36.755.452.423.143.400
12412;Mercado municipal de Prosperidad;El mercado de Prosperidad no sólo se reinventa, también se retroalimenta. Más de sesenta años después de abrir sus puertas, y después de un proceso de renovación que se ha traducido en luz, espacio y comodidad, el mercado ha encontrado un nuevo sentido en la combinación de la tradicional oferta de una plaza de abastos -producto fresco, calidad contrastada y precios interesantes- con el espíritu gourmet de nuevas propuestas. Lo esencial y lo excelente conviven y alternan, ya sea en el mostrador de una verdulería o en la barra de una taberna con pinchos de autor. Unos puestos llaman a otros, y todos llaman al cliente. Asomado a la plaza de Prosperidad, y con salida a la caudalosa calle de López de Hoyos, el mercado, que cuenta con el complemento de una mediana superficie, es un lugar al que ir para hacer la compra y, también, un lugar para permanecer y empaparse de vida de barrio.;Invierno  De lunes a viernes de 9 a 14 y de 17 a 20:30 horas. Sábados de 9 a 14:30 horas.    Verano:  De lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas. Sábados de 9 a 14:30 horas.;Dispone de wifi gratuita.;LOPEZ DE HOYOS;81;CHAMARTIN;442833;4477298;404.443.619.472.988;-3.674.118.079.721.270
12434;Mercado municipal de Puente de Vallecas;Un mercado vivo y practicable que alterna una completa oferta en productos frescos con nuevas fórmulas de negocio. Melones de Villaconejos o encurtidos, callos y albóndigas o fórmulas magistrales de herbolario, una mercería o una tintorería ecológica, ternera de Ávila o platos de cocina peruana. Todo está allí, en un edificio de una sola planta, pero con dos alturas para evitar la pendiente. El mercado de Puente de Vallecas es además un trozo de la historia local. Su nombre evoca el viejo puente de los tres ojos, que salvaba el Arroyo Abroñigal, y su aspecto resulta deslumbrante. Fue construido en 1959, en piedra y ladrillo y en sustitución de un mercado anterior que desapareció pasto de las llamas, y cuenta con unas entradas solemnes, de aire clasicista, rematadas en un frontón con dos pequeñas esferas que adornan el conjunto.;Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20:30 horas. Sábados de 9 a 14 horas.    Verano:  De lunes a viernes: de 9:15 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.    Supermercado Mercadona:  De lunes a sábado: de 9:15 a 21:15 horas.;Dispone de wifi gratuita.;MARTINEZ DE LA RIVA;4;PUENTE DE VALLECAS;443332;4471841;4.039.524.554.761.870;-3.667.748.162.837.300
12428;Mercado municipal de Puerta Bonita;El mercado de Puerta Bonita es un mercado joven que da respuesta a una necesidad antigua, la de hacer la compra y llenar la nevera, y lo hace por medio de un concepto moderno del comercio minorista y agrupado. Integrado en el edificio multiusos de Vista Alegre, el mercado, tal y como lo conocemos, fue inaugurado en 2008 y combina sus hechuras de centro comercial del siglo XXI con la veteranía y la proximidad de los viejos mercados. Muchos de sus puestos provienen del antiguo mercado de Puerta Bonita, situado a unas pocas manzanas y cuyo nombre remite a una de las puertas de la valla de la quinta de Vista Alegre: su verdadero nombre era Puerta de Madrid, pero los carabancheleros dieron en llamarla Puerta Bonita por la belleza de su enrejado de hierro forjado. La estética moderna y luminosa del nuevo centro, la distribución de los espacios comerciales y de servicios, la disponibilidad de medios de transporte público y de plazas de aparcamiento para transporte privado y, sobre todo, su amplia oferta de productos frescos, generan un conjunto de gran atractivo más allá de los límites del distrito de Carabanchel.;De lunes a sábados: de 10 a 22 horas.  Primer domingo de mes de diciembre: de 10 a 15 horas.;;MATILDE HERNANDEZ;100;CARABANCHEL;437351;4470870;40.386.069.987.981.800;-37.381.115.427.324.500
12417;Mercado municipal de San Antón;Al mercado de San Antón se va a hacer la compra y a buscar la felicidad, y la felicidad puede encontrarse entre las escamas de un besugo, en el interior de una saca de lentejas o en un mostrador con quince tipos de foie de pato. El mercado, situado en el corazón del barrio de Chueca, a cuatro pasos de la Gran Vía, no sólo se ha reinventado conceptualmente sino también en el plano físico. En 2011 se inauguró el nuevo edificio, lleno de luz y de aire, y se puso en práctica una idea distinta del comercio minorista de alimentación. Hoy en día, el mercado de San Antón consta de tres plantas y la actividad nunca cesa. En su apuesta por la gastronomía gourmet, combinada con el abastecimiento de frescos esenciales, hay lugar para la cultura -conciertos y exposiciones-, el ocio -tascas y restaurantes- y la contemplación, pues el mercado es también una gran plaza con un enorme patio central y su bóveda acristalada.;"Planta baja. Supermercado: de lunes a sábado de 10 a 22 horas, pudiendo abrir los domingos autorizados por la autoridad competente.  Planta 1&amp;ordf;. Mercado: de lunes a sábado de 10 a 22 horas.  Planta 2&amp;ordf;. Tapeo y comida rápida: de lunes a domingo de 10 a 24 horas.   Planta 3&amp;ordf;. Restauración:    Domingo a jueves de 10 a 24 h.  Viernes y sábado de 10 a 1:30 h. de la madrugada.";Zona Wifi;AUGUSTO FIGUEROA;24;CENTRO;440825;4474835;40.422.042.629.795.200;-3.697.565.301.846.020
12450;Mercado municipal de San Cristóbal;"En la primavera de 2023, gracias a la colaboración entre el Ayuntamiento de Madrid, a través de la Dirección General de Comercio y Hostelería, CESAL y la Asociación de Comerciantes del Mercado de San Cristóbal, abriremos el  primer mercado escuela de Madrid, un  nuevo concepto sociocultural y gastronómico, unido al mercado tradicional en un equipamiento singular.  El mercado está situado a los pies del complejo financiero de las Cuatro Torres, al otro lado de la Castellana y entre las hileras de casas de la Colonia de San Cristóbal, conocido en su día como &amp;ldquo;Las ochocientas&amp;rdquo;.  Hemos realizado los estudios para la remodelación y determinado los valores diferenciales del mercado. Todo esto, apoyados en la cultura local e historia del tradicional mercado de San Cristobal y con la vista puesta en un proyecto sostenible y social.  ?&amp;iquest;Quieres conocer más sobre este súper proyecto?  Síguenos aquí   (enlace:  https://www.instagram.com/mercadoescuelasancristobal/)";Invierno:  De lunes a viernes de 9 a 14 y de 17 a 20 horas. Sábado de 8 a 14:30 horas.    Verano (junio a septiembre, ambos inclusive):  De lunes a viernes de 8:30 a 14 y de 17:30 a 20:30 horas. Sábado de 8:30 a 14 horas.;;CONDE DE TORRALBA;11;CHAMARTIN;442053;4481294;4.047.843.331.496.170;-36.849.469.591.835.400
12420;Mercado municipal de San Enrique;En el mercado de San Enrique, al lado de Bravo Murillo y entre Estrecho y Tetuán, lo natural es llenar la cesta de la compra con productos frescos, y hacerlo a precios interesantes. El mercado, que se inauguró en 1965, renovó su imagen exterior en 2008, y también sus instalaciones. El resultado es una plaza de abastos cómoda, funcional, en la que los vecinos encontrarán las ventajas del comercio minorista tradicional -cercanía, experiencia y consejo tras los mostradores de las carnicerías, pescaderías, fruterías, pollerías y charcuterías- combinadas con las exigencias de los nuevos tiempos: accesos diáfanos, buena iluminación, y la baza de un amplio supermercado para completar la oferta. Además, el mercado cuenta con locales reservados para oficinas y con tiendas exteriores -desde una peluquería a una empresa de traducciones juradas, pasando por un taller de costura- que dinamizan la calle de San Enrique y la convierten en una referencia del pequeño comercio en la zona.;Invierno:  De lunes a viernes: de 9 a 20 horas. Sábados: de 9 a 15 horas.    Verano:  De lunes a viernes: de 9 a 20:30 horas. Sábados: de 9 a 15 horas.    Supermercado Mercadona:  De lunes a sábados: de 9:15 a 21:15 horas;;SAN ENRIQUE;16;TETUAN;440716;4478818;40.456.033.970.000.700;-37.004.877.796.909.500
12416;Mercado municipal de San Fernando (Embajadores);El mercado de San Fernando es un lugar de paso y también un sitio para perderse, ya sea mirando al techo, cruzado de fluorescentes, ya sea abismándose en los mostradores de sus verdulerías y carnicerías, entre los pliegues de un pollo de corral o tras las aletas de un pez espada. Es una ciudad -o un pueblo de cualquier parte- metida en una plaza de abastos con los techos altísimos y rematados en una claraboya. El edificio, remozado y accesible, conserva la solemne fachada de 1944 y su escalinata de piedra con aires de Palacio de Justicia (hay otro acceso al nivel de la calle). Durante los fines de semana, San Fernando se llena de gente, de actividad cultural y de diversidad. Entre semana vuelve la calma y los puestos del mercado tradicional despliegan sus encantos.;Lunes: de 9 a 14:15 y de 17 a 20 horas.  Martes a jueves: de 9 a 21 horas  Viernes y sábado: de 9 a 23 horas  Domingo: de 11 a 17 horas, solo ocio y restauración.;Dispone de wifi gratuita.;EMBAJADORES;41;CENTRO;440274;4473236;40.407.598.710.636.000;-37.039.098.865.773.900
12396;Mercado municipal de San Isidro;A pocos metros de la calle General Ricardos, vibrante arteria comercial, se encuentra este mercado de tamaño medio que hunde sus raíces en la mitad del siglo pasado. Ocupa el solar donde en su día se instalaban los puestos callejeros, y es un mercado nuevo y antiguo a la vez. Después de una remodelación exhaustiva, el mercado se ha aclimatado a los nuevos tiempos con una oferta que combina los frescos esenciales -carnes, frutas, verduras y pescado- con los ultramarinos y una cierta especialización que apunta, en algunos casos, hacia la tienda gourmet. Además, cuenta con una mediana superficie, dos bares y servicios como mercería, cuchillería y arreglos de costura y bisutería. Los accesos son cómodos y resulta fácil moverse por las calles del mercado.;Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábados: de 9 a 14 horas.    Verano:  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.      Supermercados Hiber S.A.:  De lunes a sábado: de 9 a 21 horas. Festivos: de 9:30 a 14:30 horas.;;SAN PATRICIO;1;CARABANCHEL;438448;4471494;4.039.177.425.768.850;-37.252.453.825.412.200
12410;Mercado municipal de San Pascual;El mercado abastece desde hace más de medio siglo los hogares del barrio de San Pascual y de La Concepción -podría decirse que es un mercado entre dos barrios- y es una buena opción para los empleados de las oficinas cercanas. La venta de frescos -carne y pescado, pollo y mariscos, fruta y verdura- se alterna con los negocios de ultramarinos en el interior, y los locales exteriores se dedican a la restauración y a servicios variados: droguería, ropa y calzado infantil, moda femenina, tienda gourmet y farmacia. En 2014 experimentó una remodelación integral, se facilitaron los accesos y se instaló un supermercado cuya oferta complementa la de los puestos tradicionales. La vida y el pulso del barrio de San Pascual se manifiestan también en actividades que trascienden lo meramente comercial, como ferias de artesanía, desfiles de modelos, rutas gastronómicas o concursos de dibujo infantil.;Invierno   De lunes a viernes: de 9 a 14 y de 17 a 20 horas   Sábados: de 9 a 14 horas     Verano   De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas   Sábados: de 9 a 14 horas;;VIRGEN DEL VAL;9;CIUDAD LINEAL;444671;4476814;4.043.826.322.016.390;-36.536.591.990.125.400
12439;Mercado municipal de Santa Eugenia;"El barrio de Santa Eugenia vive dentro de este mercado, donde las calles son verdaderas calles, anchas y con bancos de madera en la mediana, y donde hay, desde 1973, sitio para todo y para todos. Ocupa un edificio moderno, funcional y luminoso y se asoma a un parque, uno de los muchos que hacen de Santa Eugenia &amp;ldquo;una ciudad alfombrada de verde&amp;rdquo;. Los puestos de mercado tradicional cubren, desde la experiencia y la proximidad, las necesidades básicas de los hogares de la zona en lo que hace a la alimentación: pescaderías y carnicerías, panaderías, bollerías, fruterías. En armónica convivencia, los bares y cafeterías bullen de actividad, y los negocios especializados se ocupan del resto: un estudio de diseño o un taller de reparación de calzado, peluquerías o mercerías, tiendas de ropa o, incluso, una escuela de idiomas. Entre tanto, entre compra y compra, en el mercado de Santa Eugenia se puede ver una exposición de artesanía, asistir a la presentación de un libro o aprender a cocinar una paella de marisco.  Además el mercado dispone de 40 plazas de aparcamiento para hacerte más fácil tus compras";Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábados: de 9 a 14 horas    Verano (junio a septiembre, ambos inclusive):  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas;;VIRGEN DE LAS VIÑAS;16;VILLA DE VALLECAS;448484;4470238;4.038.113.023.262.800;-36.069.142.380.412.700
12399;Mercado municipal de Santa María de la Cabeza;Casi ochenta años después de su inauguración, el mercado de Santa María de la Cabeza sigue siendo nuevo. Esto se explica por su apariencia renovada, después de obras de rehabilitación que han respetado la fachada original y sus aires art-decó y, sobre todo, por la vitalidad que se respira en el mercado. Hay mucho donde elegir, en muchos puestos distintos, que se reparten en una primera planta donde sólo hay comercio minorista y una segunda donde se combina la oferta de puestos tradicionales -sobre todo, fruterías y verdulerías- con la de un supermercado de tamaño medio. La ubicación del mercado, en el número 41 del Paseo de Santa María de la Cabeza y muy cerca de Embajadores, lo convierte en un remolino de personas y de acontecimientos. Siempre pasa algo, entre sus hileras de puestos o en el vestíbulo: un zancudo que ofrece una degustación de kakis, niños que hacen figuritas para el belén del mercado o vecinos que inmortalizan rincones para un concurso de fotografía.;Invierno  De lunes a viernes de 9 a 14 y de 17 a 20 horas Sábado de 9 a 14 horas  Verano (de mayo a octubre, ambos inclusive)  De lunes a viernes de 9 a 14 y de 17:30 a 20:30 horas Sábado de 9 a 14 horas;Dispone de wifi gratuita.;SANTA MARIA DE LA CABEZA;41;ARGANZUELA;440832;4472713;4.040.291.810.276.810;-36.972.853.519.882.400
12441;Mercado municipal de Tetuán;El mercado de Tetuán se reinventa. En pleno proceso de remodelación -obras en la primera planta que acogerá un supermercado de medianas dimensiones, mejoramiento de los accesos y modernización de la planta baja, donde se concentrarán los puestos del mercado tradicional-. Este espacio ofrece, además de la experiencia, una ubicación idónea: situado en el cruce entre Marqués de Viana y Bravo Murillo, es un lugar desahogado en un entorno de calles pequeñas, lo cual lo convierte en el sitio perfecto para hacer la compra, ya sea a pie o en coche (parking gratuito para clientes).;Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábado: de 9 a 14 horas.    Verano:  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábado: de 9 a 14 horas.;;MARQUES DE VIANA;4;TETUAN;440752;4479160;404.609.899.402.179;-36.988.290.271.823.700
12404;Mercado municipal de Tirso de Molina;Más allá de Madrid Río, o más acá, asomado a la plaza de Huarte de San Juan y a dos manzanas de la Avenida de Extremadura, el mercado de Tirso de Molina es un edificio singular donde habita un pequeño mundo de comercio. El mercado ofrece la comodidad de un recorrido en una sola planta, con veinticinco puestos especializados en alimentación y con otros servicios como un taller de reparaciones de electricidad y un colmado de alimentación ecológica. Todos los mercados incluyen entre sus pliegues alguna página de la historia local, más o menos cercana, más o menos remota, y en el mercado de Tirso de Molina el poso de la historia se manifiesta en su característica fachada de ladrillo visto, donde puede verse un escudo republicano que recuerda el año de su inauguración -1932-, y en una de las vigas del techo, partida por efectos de un obús lanzado durante la Guerra Civil. Pero en el mercado de Tirso de Molina no sólo se escribe la historia, sino que se vive cada día -fluida relación entre vecinos y comerciantes, interacción con el entorno- y de vez en cuando incluso se graba: en 2016 se rodaron algunas escenas de la película Que Dios nos perdone.;Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábados: de 9 a 14 horas.    Verano (de mayo a septiembre, ambos inclusive):  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.;;DOÑA URRACA;15;LATINA;438399;4473847;4.041.295.729.782.620;-37.260.532.291.020.600
12408;Mercado municipal de Usera;El mercado de Usera se mueve. Los tenderos venden y los clientes compran, los productos frescos van de un lado a otro del mostrador y la gente entra y sale y, entre tanto, pasan más cosas. Lecturas poéticas -Poetas a sus puestos-, intervenciones artísticas y cuentacuentos conviven con la actividad natural de una plaza de abastos: las peras de agua bajan, el lomo de buey se mantiene y el precio del pescado fluctúa. Ubicado en plena calle Amparo Usera, junto a la boca de metro y en un entorno de gran agitación comercial, el mercado de Usera, que abrió sus puertas en 1959, es un hervidero por dentro y por fuera.;Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábados: de 9 a 14 horas.    Verano (de abril a octubre, ambos inclusive):  De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.;Zona Wifi;AMPARO USERA;46;USERA;440056;4470962;4.038.709.779.232.290;-3.706.253.056.063.660
12443;Mercado municipal de Valdezarza;Ningún mercado es igual a otro, y mucho menos el de Valdezarza. Constituye, como el propio barrio que le da nombre, un secreto muy bien guardado incluso para muchos madrileños. Inaugurado en 1988 y concebido como lo que entonces se llamaba un centro comercial de barrio, es una galería en la que se alternan las zonas porticadas con las zonas aire libre y se puede decir, por ello, que es un mercado con vistas al cielo. Abastece, por medio de un supermercado de medianas dimensiones, a los vecinos de Valdezarza y de otros barrios colindantes como la Ciudad de los Poetas. El resto de locales, ordenados en hilera, alberga negocios variados como una carpintería, una floristería, un herbolario y dos tiendas de telefonía.;De lunes a sábado de 9 a 21 horas.;;ANTONIO MACHADO;20;MONCLOA-ARAVACA;438998;4479816;4.046.677.250.917.080;-37.195.786.099.544.000
12403;Mercado municipal de Vallehermoso;En el Mercado de Vallehermoso se vende carne de Miraflores y fruta seleccionada, se forran botones y se corta sushi, se copian llaves y se escancia vermut. Se hacen cosas que parecen nuevas en un lugar que respira tradición, y se hacen cosas antiguas en un sitio que parece nuevo. La idea de orden y eficiencia, que sobrevuela el ensanche de Arapiles, se traslada a este mercado racional y practicable, que ahora cuenta con el gozoso sobresalto de nuevas fórmulas de éxito alrededor de la comida. El mercado funciona como una máquina bien engrasada: las verdulerías y las carnicerías, las pescaderías y las pollerías llenan las despensas y neveras de los vecinos y, también, alimentan los fogones de los bares y pequeños -algunos son tan pequeños como una ventanilla- restaurantes que han pasado a formar parte indispensable del paisaje con su variadísima oferta. Se puede dar la vuelta al mundo -de Vietnam al D.F., de Guayaquil a Kuala Lumpur- sin salir de un mostrador del Mercado de Vallehermoso, y se puede dar la vuelta al mercado sin salir del mundo de la comida.;De lunes a sábado: de 9 a 23:30 horas.  Domingo: de 11 a 16:30 horas.;;VALLEHERMOSO;36;CHAMBERI;439904;4476186;4.043.413.801.893.940;-37.085.488.662.890.900
12438;Mercado municipal de Villa de Vallecas;Vallecas es un mundo aparte y el centro de eso mundo lo constituyen las calles del casco histórico o villa. Entre campanarios y calles empedradas, el mercado de abastos se ofrece como el lugar al que van a parar todos los caminos. El mercado, levantado en 1972 sobre un solar donde antes hubo una fábrica de yesos, se abastecía en principio de las huertas de la zona y hoy en día, después de una serie remodelaciones -la última en 2011- es un espacio accesible y luminoso que ofrece una completa selección de productos frescos junto a tiendas gourmet y otros servicios como ferretería, joyería y mercería. El mercado de la Villa de Vallecas hace -ayudado por la pujanza de sus bares- las veces de ágora o plaza pública en un barrio donde siempre pasan cosas: ferias, muestras, fiestas y actuaciones.;Invierno  De lunes a jueves: de 9 a 14 y de 17 a 20 horas Viernes: de 9 a 14:30 y de 17 a 20 horas Sábados: de 9 a 14:30 horas    Verano (de abril a octubre, ambos inclusive)  De lunes a jueves: de 9 a 14 y de 17:30 a 20:30 horas Viernes: de 9 a 14:30 y de 17:30 a 20:30 horas. Sábados: de 9 a 14:30 horas;Dispone de wifi gratuita.;SIERRA VIEJA;61;VILLA DE VALLECAS;447035;4469964;4.037.857.107.320.670;-3.623.949.195.193.400
12437;Mercado municipal de Villaverde Alto;Medio siglo después de abrir sus puertas, el Mercado Villaverde Alto sigue vertebrando la vida comercial del barrio. Situado en el Paseo de Alberto Palacios, eje central de Villaverde, ofrece una amplia selección de productos frescos -carne, pescado, pollo y aves, frutas y verduras- que se complementa con negocios de ultramarinos, charcuterías, panaderías y bollerías. A su enclave privilegiado se une la veteranía y cercanía de sus profesionales. Además de otros servicios -joyería, relojería- cuenta con bares y cafeterías, tanto en las calles interiores como en el exterior.;Invierno:  De lunes a viernes: de 9 a 14 y de 17 a 20 horas. Sábados: de 9 a 14 horas.    Verano (de mayo a septiembre, ambos inclusive):   De lunes a viernes: de 9 a 14 y de 17:30 a 20:30 horas. Sábados: de 9 a 14 horas.;;ALBERTO PALACIOS;18;VILLAVERDE;439615;4466438;4.034.630.225.051.670;-37.110.317.703.364.500
12419;Mercado municipal de la Cebada;Mucha gente abre la boca cuando entra al Mercado de la Cebada, y lo hace sobre todo por dos razones: los estímulos sensoriales que suponen la multitud de puestos desplegados arriba y abajo, a izquierda y derecha, y el asombro que producen sus cúpulas de colores. Una vez dentro, los sentidos comienzan a trabajar en todas las direcciones: el mercado se huele, se oye, se palpa, se ve y se saborea. Levantado en 1868, derribado en 1956 y reconstruido dos años después, el Mercado de la Cebada no está donde está por casualidad. Ubicado sobre el solar donde se vendían cereales, y especialmente cebada, hace ya quinientos años, ahora es un mercado de abastos con una vida propia que tampoco es casualidad. Situado en la encrucijada de barrios palpitantes como El Rastro o La Latina, y a pocos minutos del kilómetro 0, es un ejemplo de cómo las nuevas fórmulas de negocio -catas de vino, degustaciones de marisco y pescado durante los fines de semana- pueden revitalizar un espacio sin renunciar a su esencia.;Lunes a viernes: 9 a 14 y de 17:00 a 20:30 horas.  Sábados: 9 a 18 horas.  Primer domingo de cada mes: de 11 a 17 horas.;;CEBADA;17;CENTRO;439780;4473650;4.041.129.262.886.910;-37.097.706.603.113.500
12398;Mercado municipal de la Paz;"Rodeado de calles señoriales -Ayala, Claudio Coello y Lagasca- y flotando en un piélago de tiendas de alta costura, el mercado de La Paz es un prodigio del comercio de cercanía que da servicio a los vecinos del Barrio de Salamanca y a los que no lo son. El mercado, construido en 1882 siguiendo un modelo -hierro y cristal- de Gustave Eiffel, reúne en sus calles, rincones y veladores muchas &amp;ldquo;ideas de mercado&amp;rdquo; que confluyen en una sola: la excelencia. Alrededor del producto, y como celebración cotidiana, ha crecido un entramado de puestos tradicionales que se combinan con servicios de otra naturaleza -peluquería, tintorería, joyería- y con ofertas de esparcimiento sobre el terreno. Matrimonios que viven a dos manzanas y turistas japoneses se cruzan cada día con oficinistas y jefes de cocina de los restaurantes cercanos. Y vinos de Burdeos, bucatini de Italia o bacalao a la riojana comparten espacio con las naranjas de zumo, la carne del valle del Esla, las croquetas gourmet o el cangrejo real. En el Mercado de La Paz existe una destacada presencia de la llamada pequeña restauración, ofreciendo al cliente un genuino fish &amp;amp; chip español, cocina italiana, cocina venezolana, cocina mejicana, cocina española y la llamada cocina verde, basada en frutas, verduras y ensaldadas. Eso hace que a la hora de comer, el Mercado esté especialmente concurrido con un público joven que busca nuevas ofertas culinarias en un ambiente único.";De lunes a viernes: de 9 a 20:30 horas. Sábado: de 9 a 14:30 horas.;Zona Wifi;AYALA;28;SALAMANCA;441826;4475458;4.042.772.557.961.970;-36.858.115.591.230.600
12442;Mercado municipal de la Remonta;El mercado de la Remonta es parte de una gran plaza porticada que, a su vez, constituye uno de los mayores espacios de convivencia del distrito de Tetuán. El mercado lo integran establecimientos dedicados a la venta de productos no alimentarios que se agrupan en la planta baja, y locales para oficinas que se concentran en las dos plantas superiores.  Entre una y otra, en la planta primera, un supermercado de tamaño medio abastece de lo necesario a los hogares de la zona. El mercado, inaugurado en 1989 y renovado en 2006, cuenta con accesos cómodos y diáfanos, en consonancia con la naturaleza de la propia plaza, un océano de luz cuyo nombre remite a un antiguo cuartel de caballería. Entre tanto, más allá del mercado, al otro lado de la plaza, la impetuosa calle de Bravo Murillo sigue su curso.;Mercado:  De lunes a viernes: de 9 a 14 y de 17 a 20:30 horas. Sábados: de 9 a 14 horas.     Supermercado Mercadona:    De lunes a sábado de 9:15 a 21:15 horas.;;BRAVO MURILLO;327;TETUAN;440972;4479488;40.463.969.366.476.400;-3.696.264.958.640.330
